FILENAME,MJD,BAND,FIELD_NO_S,FLUXCAL_NO_S,FLUXCALERR_NO_S,PHOTFLAG_NO_S,GAIN_NO_S,ZPT_NO_S,PSF_NO_S,SKY_SIG_NO_S,SIM_MAGOBS_NO_S,FIELD_PLUS_S,FLUXCAL_PLUS_S,FLUXCALERR_PLUS_S,PHOTFLAG_PLUS_S,GAIN_PLUS_S,ZPT_PLUS_S,PSF_PLUS_S,SKY_SIG_PLUS_S,SIM_MAGOBS_PLUS_S
SN000002,61813.1101,LSST-i,DDF,125483.0,1.6619,4096,1.0,39.17,1.9,1784.0,14.7557,DDF,134497.0,1.7191,4096,1.0,39.17,1.9,1784.0,14.6758
SN000002,61813.1198,LSST-r,DDF,197290.0,1.9666,4096,1.0,39.29,2.08,1911.0,14.2606,DDF,219754.0,2.0735,4096,1.0,39.29,2.08,1911.0,14.147
SN000002,61814.0306,LSST-i,DDF,123274.0,5.1402,6144,1.0,36.68,1.43,401.3,14.7686,DDF,131981.0,5.3174,6144,1.0,36.68,1.43,401.3,14.6918
SN000002,61817.0729,LSST-g,DDF,223884.0,3.2008,4096,1.0,38.35,1.97,335.2,14.1254,DDF,231017.0,3.2513,4096,1.0,38.35,1.97,335.2,14.0856
SN000002,61817.0816,LSST-i,DDF,113882.0,1.5949,4096,1.0,39.14,1.85,1179.0,14.8569,DDF,125037.0,1.6703,4096,1.0,39.14,1.85,1179.0,14.757
SN000002,61817.0913,LSST-r,DDF,210891.0,2.1022,4096,1.0,39.2,1.93,800.0,14.1892,DDF,236301.0,2.2249,4096,1.0,39.2,1.93,800.0,14.0669
SN000002,61819.1058,LSST-i,DDF,107719.0,4.9553,4096,1.0,36.62,1.88,382.2,14.9066,DDF,123710.0,5.3058,4096,1.0,36.62,1.88,382.2,14.7655
SN000002,61822.187,LSST-g,DDF,194831.0,8.1217,4096,1.0,36.18,2.92,142.8,14.2773,DDF,212541.0,8.4815,4096,1.0,36.18,2.92,142.8,14.1817
SN000002,61823.0243,LSST-i,DDF,90013.6,4.4228,4096,1.0,36.67,1.62,387.1,15.1093,DDF,112141.0,4.9309,4096,1.0,36.67,1.62,387.1,14.8677
SN000002,61824.0375,LSST-g,DDF,178331.0,2.8171,4096,1.0,38.38,1.51,341.4,14.3761,DDF,197378.0,2.9636,4096,1.0,38.38,1.51,341.4,14.2588
SN000002,61824.0561,LSST-i,DDF,84651.9,1.3122,4096,1.0,39.24,1.48,1239.0,15.172,DDF,109002.0,1.4873,4096,1.0,39.24,1.48,1239.0,14.9063
SN000002,61824.0627,LSST-r,DDF,169868.0,1.7847,4096,1.0,39.32,1.55,839.3,14.4253,DDF,205640.0,1.9632,4096,1.0,39.32,1.55,839.3,14.2069
SN000003,61009.1065,LSST-i,DDF,109807.0,3.4524,4096,1.0,37.43,1.93,624.1,14.8997,DDF,101421.0,3.3204,4096,1.0,37.43,1.93,624.1,14.9872
SN000003,61015.0995,LSST-g,DDF,175072.0,2.4898,4096,1.0,38.64,1.74,1249.0,14.3932,DDF,166858.0,2.4314,4096,1.0,38.64,1.74,1249.0,14.4488
SN000003,61015.1082,LSST-i,DDF,81973.1,1.3131,4096,1.0,39.21,1.29,1742.0,15.2158,DDF,86283.5,1.3466,4096,1.0,39.21,1.29,1742.0,15.1602
SN000003,61015.1179,LSST-r,DDF,163239.0,1.7167,4096,1.0,39.37,1.52,1825.0,14.4657,DDF,159485.0,1.6971,4096,1.0,39.37,1.52,1825.0,14.4925
SN000003,61016.1974,LSST-r,DDF,154321.0,3.8016,4096,1.0,37.6,2.65,717.4,14.5339,DDF,149762.0,3.7465,4096,1.0,37.6,2.65,717.4,14.5533
SN000003,61016.2213,LSST-i,DDF,75693.3,2.9246,4096,1.0,37.44,2.79,712.2,15.3065,DDF,79175.9,2.9869,4096,1.0,37.44,2.79,712.2,15.2545
SN000004,61873.2105,LSST-g,DDF,145947.0,2.002,4096,1.0,38.95,2.48,1778.0,14.5927,DDF,159486.0,2.089,4096,1.0,38.95,2.48,1778.0,14.4943
SN000004,61873.2181,LSST-i,DDF,94324.0,1.1411,4096,1.0,39.73,2.39,2800.0,15.0616,DDF,117264.0,1.2634,4096,1.0,39.73,2.39,2800.0,14.8324
SN000004,61874.02,LSST-r,DDF,139586.0,0.83545,6144,1.0,40.76,1.94,2031.0,14.6352,DDF,153491.0,0.8758,6144,1.0,40.76,1.94,2031.0,14.5346
SN000004,61874.0252,LSST-g,DDF,164343.0,1.8889,4096,1.0,39.16,1.77,545.7,14.4657,DDF,178516.0,1.9686,4096,1.0,39.16,1.77,545.7,14.3694
SN000004,61874.0329,LSST-i,DDF,106142.0,1.081,4096,1.0,39.91,1.75,1836.0,14.9354,DDF,126908.0,1.1807,4096,1.0,39.91,1.75,1836.0,14.7355
SN000004,61875.0565,LSST-g,DDF,184361.0,1.991,4096,1.0,39.17,1.59,547.0,14.326,DDF,202672.0,2.0875,4096,1.0,39.17,1.59,547.0,14.2326
SN000004,61875.0641,LSST-i,DDF,118226.0,1.1373,4096,1.0,39.91,1.42,1730.0,14.8172,DDF,138157.0,1.2288,4096,1.0,39.91,1.42,1730.0,14.6532
SN000004,61875.0739,LSST-r,DDF,158922.0,1.2456,4096,1.0,40.03,1.51,1447.0,14.4932,DDF,173279.0,1.3005,4096,1.0,40.03,1.51,1447.0,14.4022
SN000004,61877.0408,LSST-g,DDF,222022.0,2.2192,4096,1.0,39.14,3.56,541.6,14.1314,DDF,240414.0,2.3089,4096,1.0,39.14,3.56,541.6,14.0443
SN000004,61877.0484,LSST-i,DDF,133486.0,1.2322,4096,1.0,39.89,3.01,1720.0,14.687,DDF,146731.0,1.2904,4096,1.0,39.89,3.01,1720.0,14.5887
SN000004,61877.0581,LSST-r,DDF,192597.0,1.406,4096,1.0,39.98,2.79,1220.0,14.2961,DDF,204106.0,1.4471,4096,1.0,39.98,2.79,1220.0,14.2223
SN000004,61879.0405,LSST-g,DDF,246477.0,2.302,4096,1.0,39.17,1.74,549.6,14.0189,DDF,265341.0,2.3884,4096,1.0,39.17,1.74,549.6,13.9395
SN000004,61879.0482,LSST-i,DDF,136821.0,1.2242,4096,1.0,39.91,1.65,1731.0,14.6633,DDF,140831.0,1.2418,4096,1.0,39.91,1.65,1731.0,14.6226
SN000004,61879.0579,LSST-r,DDF,212357.0,1.4659,4096,1.0,39.99,1.72,1230.0,14.1738,DDF,225989.0,1.5121,4096,1.0,39.99,1.72,1230.0,14.1161
SN000004,61883.0921,LSST-g,DDF,246402.0,2.3695,4096,1.0,39.11,3.33,545.1,14.0141,DDF,260990.0,2.4383,4096,1.0,39.11,3.33,545.1,13.9597
SN000004,61883.0997,LSST-i,DDF,122571.0,1.2056,4096,1.0,39.87,3.78,1775.0,14.784,DDF,118537.0,1.1866,4096,1.0,39.87,3.78,1775.0,14.8159
SN000004,61883.1094,LSST-r,DDF,231373.0,1.5654,4096,1.0,39.95,3.59,1249.0,14.0818,DDF,240289.0,1.5949,4096,1.0,39.95,3.59,1249.0,14.0531
SN000004,61884.0275,LSST-g,DDF,247223.0,2.3165,4096,1.0,39.16,1.98,551.2,14.0213,DDF,258471.0,2.3685,4096,1.0,39.16,1.98,551.2,13.9749
SN000004,61884.0352,LSST-i,DDF,119309.0,1.1506,4096,1.0,39.9,1.86,1732.0,14.8092,DDF,115251.0,1.1311,4096,1.0,39.9,1.86,1732.0,14.8471
SN000004,61884.0449,LSST-r,DDF,232973.0,1.5361,4096,1.0,39.99,2.07,1232.0,14.0815,DDF,237863.0,1.5521,4096,1.0,39.99,2.07,1232.0,14.0591
SN000004,61885.0079,LSST-r,DDF,231004.0,6.7969,4096,1.0,36.75,1.69,272.6,14.0858,DDF,236019.0,6.8701,4096,1.0,36.75,1.69,272.6,14.0696
SN000005,61106.0262,LSST-g,DDF,164301.0,1.9704,6144,1.0,39.07,2.58,530.8,14.4601,DDF,165634.0,1.9783,6144,1.0,39.07,2.58,530.8,14.455
SN000005,61106.0338,LSST-i,DDF,78345.5,0.96339,4096,1.0,39.87,2.66,1996.0,15.2663,DDF,62957.0,0.86871,4096,1.0,39.87,2.66,1996.0,15.4943
SN000005,61106.0435,LSST-r,DDF,155143.0,1.2752,4096,1.0,39.97,2.63,1844.0,14.5193,DDF,140726.0,1.2157,4096,1.0,39.97,2.63,1844.0,14.6223
SN000006,61752.2084,LSST-i,DDF,119943.0,5.0647,4096,1.0,36.71,1.67,739.6,14.7995,DDF,127032.0,5.2076,4096,1.0,36.71,1.67,739.6,14.74
SN000006,61754.0755,LSST-g,DDF,248622.0,2.0738,4096,1.0,39.41,1.76,1311.0,14.0183,DDF,256159.0,2.1049,4096,1.0,39.41,1.76,1311.0,13.9801
SN000006,61754.1208,LSST-i,DDF,113167.0,1.0804,4096,1.0,39.98,1.37,2432.0,14.8623,DDF,120477.0,1.1143,4096,1.0,39.98,1.37,2432.0,14.7951
SN000006,61754.143,LSST-r,DDF,221895.0,1.4085,4096,1.0,40.13,1.5,2622.0,14.1338,DDF,242239.0,1.4712,4096,1.0,40.13,1.5,2622.0,14.0376
SN000006,61756.1897,LSST-r,DDF,204200.0,6.1689,4096,1.0,36.83,1.56,443.1,14.2166,DDF,224554.0,6.4675,4096,1.0,36.83,1.56,443.1,14.111
SN000006,61756.2138,LSST-i,DDF,102582.0,4.7043,4096,1.0,36.68,1.52,477.7,14.9807,DDF,108683.0,4.8404,4096,1.0,36.68,1.52,477.7,14.9041
SN000006,61758.1758,LSST-g,DDF,203174.0,1.9872,4096,1.0,39.28,1.54,707.8,14.2249,DDF,209515.0,2.0179,4096,1.0,39.28,1.54,707.8,14.1986
SN000006,61758.1834,LSST-i,DDF,91453.9,0.99836,4096,1.0,39.92,1.63,1779.0,15.1052,DDF,97662.2,1.0313,4096,1.0,39.92,1.63,1779.0,15.0182
SN000006,61758.1931,LSST-r,DDF,185516.0,1.3396,4096,1.0,40.04,1.59,1468.0,14.3301,DDF,204652.0,1.4067,4096,1.0,40.04,1.59,1468.0,14.2172
SN000007,61699.1395,LSST-g,DDF,133530.0,1.6708,4096,1.0,39.2,1.13,480.5,14.6909,DDF,150031.0,1.7709,4096,1.0,39.2,1.13,480.5,14.556
SN000007,61699.1471,LSST-i,DDF,95598.3,1.0134,4096,1.0,39.93,1.43,1578.0,15.0475,DDF,105277.0,1.0631,4096,1.0,39.93,1.43,1578.0,14.9404
SN000007,61699.1569,LSST-r,DDF,125252.0,1.1207,4096,1.0,40.0,1.52,1088.0,14.7654,DDF,145703.0,1.2085,4096,1.0,40.0,1.52,1088.0,14.5885
SN000007,61705.1812,LSST-r,DDF,166367.0,5.7943,6144,1.0,36.74,1.54,244.4,14.4433,DDF,179174.0,6.0127,6144,1.0,36.74,1.54,244.4,14.3615
SN000007,61708.1152,LSST-g,DDF,159000.0,1.8666,4096,1.0,39.15,2.08,470.3,14.4981,DDF,166142.0,1.908,4096,1.0,39.15,2.08,470.3,14.4467
SN000007,61708.1229,LSST-i,DDF,90119.4,0.99049,4096,1.0,39.92,1.75,1568.0,15.1057,DDF,94291.1,1.0129,4096,1.0,39.92,1.75,1568.0,15.0639
SN000007,61708.1326,LSST-r,DDF,157634.0,1.2572,4096,1.0,40.0,1.69,1081.0,14.51,DDF,174613.0,1.323,4096,1.0,40.0,1.69,1081.0,14.3922
SN000008,61762.2976,LSST-r,DDF,234446.0,6.8799,4096,1.0,36.74,1.67,292.7,14.0661,DDF,246191.0,7.0497,4096,1.0,36.74,1.67,292.7,14.0211
SN000008,61762.3237,LSST-g,DDF,265090.0,7.4128,6144,1.0,36.71,1.79,204.1,13.9363,DDF,262384.0,7.3749,6144,1.0,36.71,1.79,204.1,13.9528
SN000011,61363.2216,LSST-i,DDF,111524.0,4.9071,6144,1.0,36.68,1.95,399.5,14.8716,DDF,117102.0,5.0266,6144,1.0,36.68,1.95,399.5,14.8314
SN000011,61364.2458,LSST-i,DDF,108924.0,4.8441,4096,1.0,36.68,1.69,418.8,14.9003,DDF,113575.0,4.9452,4096,1.0,36.68,1.69,418.8,14.859
SN000011,61364.2721,LSST-r,DDF,189263.0,6.1022,4096,1.0,36.77,1.96,296.6,14.3106,DDF,192599.0,6.1555,4096,1.0,36.77,1.96,296.6,14.2861
SN000011,61364.2837,LSST-g,DDF,198105.0,2.9829,4096,1.0,38.37,1.72,324.9,14.2516,DDF,209024.0,3.0639,4096,1.0,38.37,1.72,324.9,14.2068
SN000011,61365.0469,LSST-i,DDF,107111.0,1.572,4096,1.0,39.13,2.18,1685.0,14.9248,DDF,111742.0,1.6045,4096,1.0,39.13,2.18,1685.0,14.878
SN000011,61365.0566,LSST-r,DDF,186792.0,1.9305,4096,1.0,39.27,2.3,1629.0,14.312,DDF,192555.0,1.9595,4096,1.0,39.27,2.3,1629.0,14.2943
SN000012,61395.0616,LSST-g,DDF,147226.0,1.6227,4096,1.0,39.4,1.99,2229.0,14.5881,DDF,132596.0,1.5424,4096,1.0,39.4,1.99,2229.0,14.6925
SN000012,61395.075,LSST-i,DDF,85413.2,0.97817,4096,1.0,39.96,2.3,3142.0,15.1747,DDF,81724.4,0.95841,4096,1.0,39.96,2.3,3142.0,15.2179
SN000012,61395.0896,LSST-r,DDF,153954.0,1.2015,4096,1.0,40.11,2.13,3354.0,14.5337,DDF,139235.0,1.1448,4096,1.0,40.11,2.13,3354.0,14.6449
SN000012,61398.0351,LSST-i,DDF,71640.3,2.8022,4096,1.0,37.47,1.71,1120.0,15.3684,DDF,66262.8,2.7017,4096,1.0,37.47,1.71,1120.0,15.4511
SN000012,61401.0631,LSST-g,DDF,100511.0,1.4786,4096,1.0,39.16,2.14,522.2,14.9951,DDF,88893.2,1.3908,4096,1.0,39.16,2.14,522.2,15.1342
SN000012,61401.0707,LSST-i,DDF,59818.0,0.82413,4096,1.0,39.9,2.36,1664.0,15.5625,DDF,54269.5,0.78636,4096,1.0,39.9,2.36,1664.0,15.6646
SN000012,61401.0805,LSST-r,DDF,111323.0,1.0705,4096,1.0,39.98,2.59,1170.0,14.8866,DDF,99566.5,1.013,4096,1.0,39.98,2.59,1170.0,15.0075
SN000012,61402.0351,LSST-r,DDF,105508.0,4.4725,4096,1.0,36.82,1.88,413.6,14.9436,DDF,93417.0,4.212,4096,1.0,36.82,1.88,413.6,15.0695
SN000012,61402.0485,LSST-i,DDF,56527.6,3.5295,4096,1.0,36.67,1.86,397.2,15.6201,DDF,51542.6,3.3745,4096,1.0,36.67,1.86,397.2,15.7212
SN000016,60990.1469,LSST-i,DDF,145571.0,3.9969,6144,1.0,37.41,2.06,504.7,14.5966,DDF,150492.0,4.0633,6144,1.0,37.41,2.06,504.7,14.5612
SN000016,60991.1309,LSST-r,DDF,260251.0,5.106,4096,1.0,37.5,1.75,344.4,13.956,DDF,265238.0,5.1546,4096,1.0,37.5,1.75,344.4,13.9392
SN000016,60991.1548,LSST-i,DDF,140712.0,3.9246,4096,1.0,37.41,1.74,507.3,14.629,DDF,145295.0,3.9876,4096,1.0,37.41,1.74,507.3,14.5984
SN000016,60997.1428,LSST-r,DDF,251805.0,7.1616,4096,1.0,36.73,1.89,246.5,14.0003,DDF,267477.0,7.3806,4096,1.0,36.73,1.89,246.5,13.9343
SN000016,60997.1669,LSST-i,DDF,120727.0,5.2044,4096,1.0,36.64,2.29,365.6,14.7939,DDF,118157.0,5.1496,4096,1.0,36.64,2.29,365.6,14.8225
SN000019,61029.3377,LSST-r,DDF,108167.0,4.6774,4096,1.0,36.74,1.54,282.4,14.9115,DDF,144186.0,5.3974,4096,1.0,36.74,1.54,282.4,14.6058
SN000019,61029.3502,LSST-i,DDF,83110.4,4.2662,4096,1.0,36.67,1.61,482.2,15.204,DDF,116565.0,5.0384,4096,1.0,36.67,1.61,482.2,14.8224
SN000019,61032.1991,LSST-g,DDF,178903.0,2.4032,6144,1.0,38.74,4.52,501.4,14.3669,DDF,219652.0,2.6601,6144,1.0,38.74,4.52,501.4,14.1498
SN000019,61032.2067,LSST-i,DDF,113719.0,1.2424,4096,1.0,39.75,3.78,1983.0,14.8594,DDF,145790.0,1.3954,4096,1.0,39.75,3.78,1983.0,14.5868
SN000019,61032.2206,LSST-r,DDF,158024.0,1.324,4096,1.0,39.9,2.75,1329.0,14.5117,DDF,197514.0,1.4785,4096,1.0,39.9,2.75,1329.0,14.2705
SN000019,61034.3302,LSST-r,DDF,184266.0,6.1022,4096,1.0,36.74,1.83,276.2,14.3344,DDF,220760.0,6.6772,4096,1.0,36.74,1.83,276.2,14.1337
SN000020,61058.1008,LSST-g,DDF,232534.0,3.232,6144,1.0,38.37,2.02,328.3,14.0841,DDF,236540.0,3.2597,6144,1.0,38.37,2.02,328.3,14.0555
SN000020,61058.1074,LSST-i,DDF,111765.0,1.5703,4096,1.0,39.15,1.63,1141.0,14.8711,DDF,124828.0,1.6588,4096,1.0,39.15,1.63,1141.0,14.7518
SN000020,61058.1172,LSST-r,DDF,209300.0,2.0646,4096,1.0,39.23,1.7,776.2,14.1988,DDF,224404.0,2.1377,4096,1.0,39.23,1.7,776.2,14.1191
SN000020,61062.0417,LSST-i,DDF,91295.3,4.4298,4096,1.0,36.68,1.47,397.6,15.1033,DDF,94538.4,4.5071,4096,1.0,36.68,1.47,397.6,15.0536
SN000020,61063.0377,LSST-i,DDF,85584.3,4.3116,4096,1.0,36.69,2.11,467.3,15.1719,DDF,89004.5,4.3944,4096,1.0,36.69,2.11,467.3,15.1377
SN000021,60906.3456,LSST-r,DDF,169906.0,5.8611,4096,1.0,36.74,1.94,268.4,14.4252,DDF,149963.0,5.5079,4096,1.0,36.74,1.94,268.4,14.5558
SN000021,60906.3695,LSST-i,DDF,86060.5,4.3622,6144,1.0,36.66,2.09,380.5,15.1648,DDF,74138.1,4.0552,6144,1.0,36.66,2.09,380.5,15.3219
SN000021,60907.3788,LSST-g,DDF,167189.0,1.8972,4096,1.0,39.17,2.33,523.4,14.4501,DDF,160378.0,1.8583,4096,1.0,39.17,2.33,523.4,14.4811
SN000021,60907.3864,LSST-i,DDF,82024.5,0.96243,4096,1.0,39.9,2.54,1661.0,15.2184,DDF,70492.1,0.89433,4096,1.0,39.9,2.54,1661.0,15.3808
SN000021,60907.3941,LSST-r,DDF,160150.0,1.8026,4096,1.0,39.24,2.64,830.0,14.4883,DDF,141479.0,1.6951,4096,1.0,39.24,2.64,830.0,14.628
SN000021,60908.3258,LSST-r,DDF,152348.0,1.7641,4096,1.0,39.23,2.09,837.2,14.5471,DDF,132968.0,1.6487,4096,1.0,39.23,2.09,837.2,14.6916
SN000022,61445.0906,LSST-g,DDF,70995.3,1.8344,4096,1.0,38.32,3.06,333.4,15.3744,DDF,62337.1,1.7199,4096,1.0,38.32,3.06,333.4,15.5116
SN000022,61445.0914,LSST-i,DDF,58514.5,1.1008,4096,1.0,39.24,2.04,1256.0,15.5868,DDF,48667.5,1.0067,4096,1.0,39.24,2.04,1256.0,15.7794
SN000022,61445.1069,LSST-r,DDF,73398.9,1.2535,4096,1.0,39.19,2.55,804.0,15.3389,DDF,61703.5,1.1509,4096,1.0,39.19,2.55,804.0,15.5202
SN000022,61452.0419,LSST-g,DDF,167942.0,2.4931,6144,1.0,38.59,2.31,827.3,14.4352,DDF,159013.0,2.4266,6144,1.0,38.59,2.31,827.3,14.4894
SN000022,61452.0485,LSST-i,DDF,107219.0,1.5381,4096,1.0,39.17,2.35,1401.0,14.928,DDF,96004.2,1.4577,4096,1.0,39.17,2.35,1401.0,15.0464
SN000022,61452.0582,LSST-r,DDF,158052.0,1.7471,4096,1.0,39.3,2.36,1266.0,14.5075,DDF,152111.0,1.7144,4096,1.0,39.3,2.36,1266.0,14.5368
SN000023,61710.1807,LSST-g,DDF,89545.0,1.3828,4096,1.0,39.18,2.0,533.7,15.1197,DDF,104766.0,1.4953,4096,1.0,39.18,2.0,533.7,14.9463
SN000023,61710.1884,LSST-i,DDF,73939.5,0.89846,4096,1.0,39.92,1.66,1678.0,15.3267,DDF,85150.6,0.96329,4096,1.0,39.92,1.66,1678.0,15.1719
SN000023,61710.1981,LSST-r,DDF,116710.0,1.0774,4096,1.0,40.01,1.56,1195.0,14.8402,DDF,140131.0,1.1801,4096,1.0,40.01,1.56,1195.0,14.6293
SN000023,61711.1235,LSST-r,DDF,113976.0,4.8003,4096,1.0,36.74,1.57,269.4,14.8461,DDF,139442.0,5.3076,4096,1.0,36.74,1.57,269.4,14.6364
SN000023,61711.1474,LSST-i,DDF,72720.8,3.9977,4096,1.0,36.66,1.61,377.3,15.352,DDF,82950.2,4.266,4096,1.0,36.66,1.61,377.3,15.1992
SN000023,61712.1033,LSST-i,DDF,71527.1,3.9869,4096,1.0,36.65,1.63,393.2,15.3733,DDF,80917.4,4.2367,4096,1.0,36.65,1.63,393.2,15.2237
SN000024,61333.2835,LSST-i,DDF,124711.0,1.1341,4096,1.0,39.98,1.88,1854.0,14.7603,DDF,120689.0,1.1159,4096,1.0,39.98,1.88,1854.0,14.7979
SN000024,61333.2837,LSST-g,DDF,257570.0,2.4639,4096,1.0,39.07,1.73,482.1,13.9704,DDF,241934.0,2.388,4096,1.0,39.07,1.73,482.1,14.0334
SN000024,61333.3158,LSST-r,DDF,226104.0,1.577,4096,1.0,39.9,1.9,1180.0,14.1163,DDF,205312.0,1.5029,4096,1.0,39.9,1.9,1180.0,14.221
SN000024,61335.1932,LSST-i,DDF,117835.0,4.9832,4096,1.0,36.71,1.63,553.5,14.8168,DDF,113766.0,4.8979,4096,1.0,36.71,1.63,553.5,14.862
SN000025,61460.1271,LSST-g,DDF,242553.0,3.3309,4096,1.0,38.37,2.49,1158.0,14.0279,DDF,257511.0,3.4302,4096,1.0,38.37,2.49,1158.0,13.9666
SN000025,61460.1337,LSST-i,DDF,132774.0,1.8031,4096,1.0,39.07,2.38,1773.0,14.6919,DDF,139786.0,1.8483,4096,1.0,39.07,2.38,1773.0,14.6396
SN000025,61460.1434,LSST-r,DDF,206604.0,2.1547,4096,1.0,39.15,2.59,1744.0,14.2171,DDF,207878.0,2.1611,4096,1.0,39.15,2.59,1744.0,14.196
SN000025,61467.0332,LSST-g,DDF,244973.0,3.332,4096,1.0,38.36,1.58,346.8,14.024,DDF,248875.0,3.3585,4096,1.0,38.36,1.58,346.8,14.0053
SN000025,61467.0398,LSST-i,DDF,115141.0,1.6114,4096,1.0,39.13,1.85,1197.0,14.8457,DDF,107194.0,1.5554,4096,1.0,39.13,1.85,1197.0,14.9226
SN000025,61467.0495,LSST-r,DDF,221852.0,2.1555,4096,1.0,39.2,1.75,817.1,14.132,DDF,224866.0,2.1701,4096,1.0,39.2,1.75,817.1,14.1195
SN000027,61585.236,LSST-g,DDF,211088.0,2.5813,4096,1.0,38.76,4.28,464.9,14.1894,DDF,181602.0,2.3956,4096,1.0,38.76,4.28,464.9,14.348
SN000027,61585.2436,LSST-i,DDF,123520.0,1.2765,4096,1.0,39.77,3.83,1912.0,14.7731,DDF,118272.0,1.2509,4096,1.0,39.77,3.83,1912.0,14.8166
SN000027,61585.2533,LSST-r,DDF,172946.0,1.435,4096,1.0,39.83,3.81,1214.0,14.4061,DDF,158299.0,1.3741,4096,1.0,39.83,3.81,1214.0,14.5078
SN000028,60958.2389,LSST-g,DDF,276239.0,7.0778,4096,1.0,36.87,2.88,473.4,13.8991,DDF,290226.0,7.2522,4096,1.0,36.87,2.88,473.4,13.8472
SN000028,60958.2631,LSST-r,DDF,235338.0,6.6271,6144,1.0,36.83,1.72,482.9,14.0735,DDF,240347.0,6.6968,6144,1.0,36.83,1.72,482.9,14.0531
SN000028,60964.2366,LSST-r,DDF,246215.0,7.1175,4096,1.0,36.72,2.19,247.8,14.0195,DDF,243116.0,7.0727,4096,1.0,36.72,2.19,247.8,14.0365
SN000031,60798.9934,LSST-g,DDF,121774.0,1.5179,4096,1.0,39.32,2.16,1127.0,14.7859,DDF,141354.0,1.6341,4096,1.0,39.32,2.16,1127.0,14.6262
SN000031,60799.001,LSST-i,DDF,64649.0,0.84382,4096,1.0,39.93,1.85,2144.0,15.471,DDF,64156.1,0.8407,4096,1.0,39.93,1.85,2144.0,15.4719
SN000031,60799.0107,LSST-r,DDF,124236.0,1.0912,4096,1.0,40.06,1.92,1911.0,14.7653,DDF,122016.0,1.0815,4096,1.0,40.06,1.92,1911.0,14.7906
SN000033,60876.3062,LSST-g,DDF,193063.0,2.3666,4096,1.0,38.85,3.38,523.9,14.2832,DDF,212859.0,2.4843,4096,1.0,38.85,3.38,523.9,14.1806
SN000033,60876.3138,LSST-i,DDF,95351.6,1.0896,4096,1.0,39.8,2.4,1976.0,15.0497,DDF,108154.0,1.1581,4096,1.0,39.8,2.4,1976.0,14.909
SN000033,60876.3235,LSST-r,DDF,183905.0,1.4313,4096,1.0,39.89,2.15,1372.0,14.3365,DDF,207972.0,1.5215,4096,1.0,39.89,2.15,1372.0,14.2079
SN000037,61287.3495,LSST-r,DDF,192005.0,6.0867,4096,1.0,36.79,1.59,324.1,14.2886,DDF,205235.0,6.2922,4096,1.0,36.79,1.59,324.1,14.2221
SN000037,61287.3734,LSST-i,DDF,123073.0,5.1899,4096,1.0,36.66,1.62,406.7,14.7771,DDF,123134.0,5.1912,4096,1.0,36.66,1.62,406.7,14.7667
SN000037,61292.3158,LSST-i,DDF,108407.0,4.8836,4096,1.0,36.66,2.16,356.3,14.9109,DDF,111749.0,4.9572,4096,1.0,36.66,2.16,356.3,14.8805
